"fixed_acidity";"volatile_acidity";"citric_acid";"residual_sugar";"chlorides";"free_sulfur_dioxide";"total_sulfur_dioxide";"density";"ph";"sulphates";"alcohol";"quality"
-0.528184607701663;0.960356101077947;-1.39138728455068;-0.452437190998471;-0.244571402519987;-0.464412882712279;-0.382415483278095;0.55663304246905;1.28806617950514;-0.580034467381937;-0.959006328957809;-0.786376193831583
-0.29857975748062;1.96599865181604;-1.39138728455068;0.0490048709825835;0.22275723489434;0.87675777495772;0.654456378852834;0.0259144853381613;-0.723424967702007;0.127796692380381;-0.583158454521017;-0.786376193831583
-0.29857975748062;1.29557028465731;-1.18560898775005;-0.16589886986644;0.0953039701449779;-0.0812212662351364;0.245991705892165;0.132058196764327;-0.334104100500626;-0.0491610975601984;-0.583158454521017;-0.786376193831583
1.65306146939824;-1.3861431839776;1.48950887065818;-0.452437190998471;-0.265813613311547;0.110374542003435;0.434513862643243;0.662776753895216;-0.982972212502931;-0.462062607421551;-0.583158454521017;0.453350145308633
-0.528184607701663;0.960356101077947;-1.39138728455068;-0.452437190998471;-0.244571402519987;-0.464412882712279;-0.382415483278095;0.55663304246905;1.28806617950514;-0.580034467381937;-0.959006328957809;-0.786376193831583
-0.528184607701663;0.736879978691706;-1.39138728455068;-0.524071771281478;-0.265813613311547;-0.272817074473708;-0.193893326527017;0.55663304246905;1.28806617950514;-0.580034467381937;-0.959006328957809;-0.786376193831583
-0.241178544925359;0.401665795112342;-1.08271983934973;-0.667340931847494;-0.393266878060909;-0.0812212662351364;0.40309350318473;-0.186372937514229;-0.0745568556997024;-1.16989376718387;-0.959006328957809;-0.786376193831583
-0.585585820256924;0.681010948095145;-1.39138728455068;-0.953879252979525;-0.47823572122715;-0.0812212662351364;-0.790880156238764;-1.14166634034978;0.509424445102376;-1.11090783720368;-0.395234517302622;1.69307648444885
-0.29857975748062;0.289927733919221;-1.28849813615036;-0.380802610715463;-0.308298034894668;-0.656008690950851;-0.885141234614303;0.0259144853381613;0.314764011501682;-0.521048537401744;-0.865044360348612;1.69307648444885
-0.470783395146402;-0.157024510853264;0.460617386655017;2.55621518088785;-0.350782456477789;0.110374542003435;1.75416895990079;0.55663304246905;0.249877200301453;0.8356278521427;0.0745753257433672;-0.786376193831583
-0.929993095588487;0.289927733919221;-0.979830690949413;-0.524071771281478;0.20151502410278;-0.0812212662351364;0.591615659935808;-0.451732216079644;-0.204330478100164;-0.698006327342324;-1.14693026617621;-0.786376193831583
-0.470783395146402;-0.157024510853264;0.460617386655017;2.55621518088785;-0.350782456477789;0.110374542003435;1.75416895990079;0.55663304246905;0.249877200301453;0.8356278521427;0.0745753257433672;-0.786376193831583
-1.56140643369636;0.485469341007183;-1.39138728455068;-0.667340931847494;0.031577337770297;0.0145766378841493;0.40309350318473;-1.30088190748909;1.74227385790676;-0.81597818730271;-0.48919648591182;-0.786376193831583
-0.29857975748062;0.457534825708903;0.10050536725391;-0.667340931847494;0.562632607559305;-0.656008690950851;-0.53951728057066;0.344345619616659;-0.334104100500626;5.31855853063738;-1.2408922347854;-0.786376193831583
0.332833580627247;0.513403856305463;-0.465384948947831;0.908619834378676;1.87964967663604;3.46330118617843;3.10524441661685;0.981207888173772;-0.982972212502931;1.30751529198425;-1.14693026617621;-0.786376193831583
0.332833580627247;0.513403856305463;-0.413940374747673;0.980254414661684;1.75219641188668;3.36750328205915;3.19950549499239;0.981207888173772;-0.918085401302701;1.60244494188521;-1.14693026617621;-0.786376193831583
0.103228730406205;-1.3861431839776;1.48950887065818;-0.524071771281478;0.0953039701449779;1.83473681615058;1.7855893193593;0.0789863410512443;-0.0745568556997024;0.540698202241733;0.0745753257433672;1.69307648444885
-0.126376119814838;0.1781896727261;0.0490607930537516;-0.595706351564486;5.95815414861562;0.0145766378841493;0.308832424809191;0.0259144853381613;-1.30740626850409;3.66695249119197;-1.05296829756701;-0.786376193831583
-0.528184607701663;0.345796764515781;-0.979830690949413;1.33842731607672;-0.032149294604384;-0.943402403308708;-0.53951728057066;0.344345619616659;0.444537633902144;-0.933950047263097;-1.3348542033946;-2.0261025329718
-0.241178544925359;-1.16266706159135;1.23228599965739;-0.524071771281478;5.3846144572435;0.110374542003435;0.308832424809191;0.0789863410512443;-1.7616139469057;2.48723389158811;-1.14693026617621;0.453350145308633
0.332833580627247;-1.72135736755696;1.07795227705692;-0.524071771281478;-0.223329191728427;1.25994939143486;0.434513862643243;0.0259144853381613;0.509424445102376;-0.756992257322517;-0.959006328957809;0.453350145308633
-0.413382182591142;-0.77158384741543;0.203394515654226;-0.16589886986644;-0.117118137770625;0.685161966719149;0.780137816686887;0.768920465321381;1.35295299070538;-0.0491610975601984;-0.677120423130217;-0.786376193831583
-0.241178544925359;-0.548107725029187;-0.311051226347356;-0.667340931847494;0.392694921226822;-0.560210786831565;-0.288154404902556;-0.0802292260880046;-0.918085401302701;1.48447308192483;-0.865044360348612;-0.786376193831583
0.103228730406205;-0.212893541449824;-0.825496968348938;-0.16589886986644;-0.0746337161875044;-0.656008690950851;0.654456378852834;0.0259144853381613;-0.918085401302701;-0.756992257322517;-0.959006328957809;-0.786376193831583
-0.815190670477966;-0.715714816818869;-0.671163245748464;-0.094264289583432;-0.053391505395944;0.493566158480578;-0.193893326527017;0.0259144853381613;0.768971689903299;-0.167132957520585;-0.677120423130217;0.453350145308633
